Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
da8fce0c14e9fc848e4761b9d01305cc8244a309f1e0c57e61de983e759211d9,2021-04,Gwent Police,Gwent Police,-3.284748,51.744013,On or near FOCHRIW ROAD,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
9d6bde14bcf445d7d006ed57ddb53b671250f04e8f46aec908883fcc3b538697,2021-04,Gwent Police,Gwent Police,-3.058718,51.722863,On or near BROAD STREET,W01001486,Torfaen 002E,Investigation complete; no suspect identified
bafc5e6dc7ce970fa6b6eeec88c496b161a4dabb5299c0907e04b0035ea805f8,2021-04,Gwent Police,Gwent Police,-3.115701,51.525580,On or near ELGAR CRESCENT,W01001802,Cardiff 007A,Investigation complete; no suspect identified
a1b1804cd4c47889dba993f8f4a7a92a50970643458b1e5f337c2a26ff07e5a3,2021-04,Gwent Police,Gwent Police,-3.043468,51.711958,On or near GREENLAND ROAD,W01001531,Torfaen 003D,Investigation complete; no suspect identified
b42caa8ce79c6ebb477aeae2d2c42c3d650eac4042a5767862caee81f85bdbdf,2021-04,Gwent Police,Gwent Police,-3.248731,51.782553,On or near ARNOLD PLACE,W01001472,Blaenau Gwent 003A,Investigation complete; no suspect identified
0b70d0247c9d728e7b61db18593532a45bac4eb4065086b39ca20df6d3c1abe7,2021-04,Gwent Police,Gwent Police,-3.025013,51.824468,On or near COMMERCIAL STREET,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
45c28224afb824ceee7134ff0ff40119f333167d6de496e085efa204f77018fb,2021-04,Gwent Police,Gwent Police,-3.028855,51.653489,On or near Shopping Area,W01001528,Torfaen 010D,Investigation complete; no suspect identified
96c43c8535fb0b6c43a7142dbc102c4d2fa955d07edb99b77065deabdbd31fc1,2021-04,Gwent Police,Gwent Police,-3.023782,51.654837,On or near Supermarket,W01001506,Torfaen 010A,Investigation complete; no suspect identified
c9ac7d217a1ea7e11ac08bc68e20f6acd5706237b9bd41ed91017436fefad293,2021-04,Gwent Police,Gwent Police,-3.198759,51.591929,On or near Police Station,W01001344,Caerphilly 020C,Investigation complete; no suspect identified
b25168923313dae91b50feed5e30854a7204c4001c6d8eab7c008027c076e13e,2021-04,Gwent Police,Gwent Police,-3.135988,51.699914,On or near RAILWAY STREET,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
f07f7fae151dbb3ab1d50221c72e3f70050841a30763509ba4315d3b028ca738,2021-04,Gwent Police,Gwent Police,-3.052446,51.710862,On or near STRYD Y BRYN,W01001529,Torfaen 003B,Investigation complete; no suspect identified
fcf974a615c8b6e5a03393bc0d1d71f41a41ddb688c5864e940bd1e162a632cc,2021-04,Gwent Police,Gwent Police,-3.052446,51.710862,On or near STRYD Y BRYN,W01001529,Torfaen 003B,Investigation complete; no suspect identified
e5e20ed246b8c9ec7119cd75fd33a71b6504972d6c0f3966a9d5d5af34268228,2021-04,Gwent Police,Gwent Police,-3.246665,51.775957,On or near Supermarket,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
f063012ef6d61bdc2a6dd70c0e85ee45c13e639ad730244a15012c05d54eb78c,2021-04,Gwent Police,Gwent Police,-3.122098,51.637349,On or near RAMPING ROAD,W01001329,Caerphilly 014C,Investigation complete; no suspect identified
b66e7cfc12b9b5fde205d409b9e22a2e71223421b5c665924cc7bbb02e141dd6,2021-04,Gwent Police,Gwent Police,-3.235332,51.785581,On or near BRYN PICA,W01001473,Blaenau Gwent 003B,Investigation complete; no suspect identified
db28ec30fb5635081bd53b0f4b5abb06fce317d1b3e94f621b3f8a7a4f24fbcc,2021-04,Gwent Police,Gwent Police,-2.998845,51.613367,On or near PILTON VALE,W01001653,Newport 002C,Investigation complete; no suspect identified
f52f3e184b7197b9fd18d2896bc1541962b76963be92f21dc8d1b3d1591c39e2,2021-04,Gwent Police,Gwent Police,-2.678242,51.640690,On or near Supermarket,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
004faad972e67d3b90ac22b7c095a5031271467a2c33a2ece5823454a1c096fe,2021-04,Gwent Police,Gwent Police,-2.990849,51.581074,On or near DROVERS MEWS,W01001662,Newport 018D,Investigation complete; no suspect identified
1b77053f1e8be89459084e37bcbbe6cc33e609086f1e759e1f84d1ac0a4832b1,2021-04,Gwent Police,Gwent Police,-3.149175,51.741776,On or near ROSE HEYWORTH ROAD,W01001453,Blaenau Gwent 008D,Investigation complete; no suspect identified
ef40f2f4420bf86ac5eb0ac3802b6fcfbbeccb9d9391d84da87bf82d6a6e7c97,2021-04,Gwent Police,Gwent Police,-3.218782,51.648560,On or near OLD CHURCH LANE,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
2b48bd3465e794cf1dd360baf7f943dea38d9bbcaf36393e0c597955c44853c8,2021-04,Gwent Police,Gwent Police,-3.220506,51.692259,On or near ELM STREET,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
12dc4e0758bdcbfc6ef767ee0d941df1d44e793ba5123a1d6baab5fdf6fab1c8,2021-04,Gwent Police,Gwent Police,-2.947760,51.588299,On or near BYRDE CLOSE,W01001610,Newport 015C,Investigation complete; no suspect identified
6e2af724ab399b9ec08bd1b5d6463eeb45cce801c2c5957150914ddaf124b09d,2021-04,Gwent Police,Gwent Police,-3.180508,51.678021,On or near ASHVILLE,W01001391,Caerphilly 006F,Investigation complete; no suspect identified
9b6d10d75bd37f2ee927ee4cea2f8c257d5ba9f66f3857e43875cdd7ef582e1a,2021-04,Gwent Police,Gwent Police,-2.812349,51.773225,On or near Petrol Station,W01001581,Monmouthshire 005E,Investigation complete; no suspect identified
2ba9cf49acb7934b431a1e9b7cc4721a687b5236f8e446a1d736f666498fbe06,2021-04,Gwent Police,Gwent Police,-2.990190,51.591276,On or near EAST USK ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
c06411de5cf5f4ace86efee104d145226ded7431276a3d5e88e24c61fa54c188,2021-04,Gwent Police,Gwent Police,-3.008621,51.651057,On or near WORCESTER CLOSE,W01001507,Torfaen 008D,Investigation complete; no suspect identified
af9e60f6634ee56273b9869fda7e7ec78e115c75cd21711327f3cd1b0e5f5a97,2021-04,Gwent Police,Gwent Police,-2.710881,51.815619,On or near MONKSWELL CLOSE,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
c70dc7252e3aa44094192f393371428f0a1b38e4cebea3956296d86e2a313d56,2021-04,Gwent Police,Gwent Police,-2.987910,51.591295,On or near Petrol Station,W01001693,Newport 013E,Investigation complete; no suspect identified
579dae69f605195f183b792137d3dd07ecf5c6a8d78526c409478cc1e1abebd6,2021-04,Gwent Police,Gwent Police,-3.233755,51.643170,On or near BEDWLWYN ROAD,W01001433,Caerphilly 013E,Investigation complete; no suspect identified
ad0b712568821a8331e39979b48288de6186f5f9e37bf96e6579d72ace9ce948,2021-04,Gwent Police,Gwent Police,-3.005990,51.584443,On or near CAERAU ROAD,W01001605,Newport 014A,Investigation complete; no suspect identified
970df18bfdf6d7a4e33424f5fd64b1e2819305b7c4fe612ac314abbc34452aa5,2021-04,Gwent Police,Gwent Police,-3.126430,51.621491,On or near CARLTON TERRACE,W01001354,Caerphilly 014D,Investigation complete; no suspect identified
8e4ea25fb3cef227dd0ab9efa3f0b0e5b1d23a109156b71b8f00cf807033c7b1,2021-04,Gwent Police,Gwent Police,-3.018572,51.659693,On or near ST DAVID'S ROAD,W01001521,Torfaen 007C,Investigation complete; no suspect identified
d9ebec8b0fb49812f5d7c030eb6ebc36e4ecf8829203200a8f31feb628f45d97,2021-04,Gwent Police,Gwent Police,-3.356052,51.725049,On or near HAMILTON STREET,W01001314,Merthyr Tydfil 005A,Investigation complete; no suspect identified
5422542870b605dcb1325b42d390858b44045cb47fda307d6972ff0e0cfb2317,2021-04,Gwent Police,Gwent Police,-3.001825,51.571575,On or near PORT ROAD,W01001660,Newport 018B,Investigation complete; no suspect identified
2cf9b14228b557dc262436487d0563f70083cf04d912ed8ce6ddde780223639f,2021-04,Gwent Police,Gwent Police,-2.984876,51.593191,On or near GLOSTER STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
7ec6ab51db03335462a6d8f0a3e90c395b7ed45f75b3dc51fb97aa296f0e0a2f,2021-04,Gwent Police,Gwent Police,-3.213810,51.672367,On or near PENCOED AVENUE,W01001352,Caerphilly 007A,Investigation complete; no suspect identified
53a0428e622448f03ad8ada68185cf5e74a576a54303995b6278b160ee6c3764,2021-04,Gwent Police,Gwent Police,-3.036882,51.608703,On or near DERWENT COURT,W01001620,Newport 003D,Investigation complete; no suspect identified
1b365f202a84686a416e9e307bd55fa8068c1f0b9ada82b855debf2e2e149b7f,2021-04,Gwent Police,Gwent Police,-3.265713,51.787425,On or near Parking Area,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
a312ebfa716caf5b1579b9be2dd6623709d89e6219d46b74c6b7ff7054c5639e,2021-04,Gwent Police,Gwent Police,-2.967587,51.579874,On or near COLSTON AVENUE,W01001642,Newport 013A,Investigation complete; no suspect identified
aa82d798bccd67d99c568a632d8ef2b49e80f895601510d85954d6a942460ede,2021-04,Gwent Police,Gwent Police,-3.229332,51.689101,On or near Police Station,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
d8db8c6505a0d08c767eabdbde47ef298b5defe61583ab2cba14c9051636f466,2021-04,Gwent Police,Gwent Police,-2.712904,51.826154,On or near HEREFORD ROAD,W01001552,Monmouthshire 004A,Investigation complete; no suspect identified
1c74c370e68389a9e581585ce5565919920538bf51dc281f6b11d13a3bae411d,2021-04,Gwent Police,Gwent Police,-3.025196,51.652784,On or near Supermarket,W01001506,Torfaen 010A,Investigation complete; no suspect identified
ebb3c374f2896754bc41462be6e46aa118db232f56f55a1386d09d6824958dc5,2021-04,Gwent Police,Gwent Police,-3.247074,51.773471,On or near Parking Area,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
89e38ea25d33480ca4c15badc6a52ef97077d95398a453d29ed85bf5e896f710,2021-04,Gwent Police,Gwent Police,-3.295818,51.738056,On or near HEOL IAGO,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
6503adf72356f2066a34c3061804afe17328829d5c614d3f9789a185e09ccf31,2021-04,Gwent Police,Gwent Police,-2.989761,51.588141,On or near COLNE STREET,W01001693,Newport 013E,Investigation complete; no suspect identified
f1bf28e16d8199c64a5713d2328d3ac05940336b28a79f39586dc53146ba3847,2021-04,Gwent Police,Gwent Police,-3.036526,51.610828,On or near CLIST ROAD,W01001619,Newport 003C,Investigation complete; no suspect identified
5fe88f8445237d1344463e770a894329248865dd55c1c78df64866e905b4a9da,2021-04,Gwent Police,Gwent Police,-3.007744,51.588024,On or near WESTFIELD ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
8c40254f96c5db8daaad00091a62c94b7b0b4e7fe6e8a133b8d675fa4dc9bb86,2021-04,Gwent Police,Gwent Police,-2.991607,51.580123,On or near Parking Area,W01001662,Newport 018D,Investigation complete; no suspect identified
8c82af710582bcf1e6bee323cad41c5a2d5754474fcda9c0b2e0c02d46d35468,2021-04,Gwent Police,Gwent Police,-3.105821,51.611562,On or near Pedestrian Subway,W01001411,Caerphilly 017A,Investigation complete; no suspect identified
bff0791b92d4410cf3e368c7d785542f61ec8d1f7476581cca4edfc47e277c05,2021-04,Gwent Police,Gwent Police,-3.134576,51.729060,On or near Parking Area,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
820e872db442a5defc9c4ef45e1186c28e534e2eb3ac5664b099caa9106bf79d,2021-04,Gwent Police,Gwent Police,-3.192737,51.653008,On or near BRYNGLAS AVENUE,W01001403,Caerphilly 011C,Investigation complete; no suspect identified
1ebdbe6edf8a5c38e8a71b878c6b3fa43edd78f170a7367a87154ccb6cac68c0,2021-04,Gwent Police,Gwent Police,-2.935418,51.594594,On or near DRAKE CLOSE,W01001663,Newport 008C,Investigation complete; no suspect identified
51ba3bc995886bd145c709b03bf7fdd1fe2fd3382e0fd94f47922d998dc8bfb0,2021-04,Gwent Police,Gwent Police,-3.013540,51.571502,On or near CARDIFF ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
c34f6520e6f263e88fc02750346fd966aa9b913882820a0b0d7958d373458fa4,2021-04,Gwent Police,Gwent Police,-2.955820,51.582362,On or near THOMPSON AVENUE,W01001645,Newport 015D,Investigation complete; no suspect identified
ac6814518e04beeb79486b89b2b623f9f57c05bb3a60158a408d1f5c2d6ea0e1,2021-04,Gwent Police,Gwent Police,-3.183361,51.656529,On or near CWRT PANTYCELYN,W01001401,Caerphilly 011A,Investigation complete; no suspect identified
70473543e1aa477dfe25bf548546f342a1ae1ad1db74f72e9e0b496410df224c,2021-04,Gwent Police,Gwent Police,-3.024423,51.661467,On or near Parking Area,W01001522,Torfaen 007D,Investigation complete; no suspect identified
59dc449627e276505eba7442b6977b0160c1874a5023fb0c8e26137ed529b6bf,2021-04,Gwent Police,Gwent Police,-2.955157,51.613362,On or near BROADWELL COURT,W01001623,Newport 001A,Investigation complete; no suspect identified
23458d7404c774f1f68938482963d520292afd29948eb555bf6438bc944eafc5,2021-04,Gwent Police,Gwent Police,-3.022551,51.684250,On or near MARTINDALE ROAD,W01001515,Torfaen 006B,Investigation complete; no suspect identified
67f7d3dae9863c819b0b00a57ec139e2a87be2eb6a8b68a35c199213e79328c6,2021-04,Gwent Police,Gwent Police,-3.247402,51.769592,On or near PARK ROW,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
99f30b0e45bb426c0af9337f23e766658b3dfff12863f7085e69488d087a5a98,2021-04,Gwent Police,Gwent Police,-3.003122,51.659295,On or near TEWDRIC COURT,W01001495,Torfaen 008C,Investigation complete; no suspect identified
46d9fabb622cd5dfde8943c2b23a6401bd479ace5f6d372f8063ef80d472c111,2021-04,Gwent Police,Gwent Police,-3.003937,51.585584,On or near WILLIAM LOVETT GARDENS,W01001685,Newport 014B,Investigation complete; no suspect identified
e642cbb941a36b17bd5c6dc085abdd508113cce9d00b3ebd3ecf57d81f62f369,2021-04,Gwent Police,Gwent Police,-3.046336,51.713308,On or near UPLAND DRIVE,W01001530,Torfaen 003C,Investigation complete; no suspect identified
7a683b46aecbac206afde60d22c3bfb6366ee214535934b5a73d952dd648ac29,2021-04,Gwent Police,Gwent Police,-2.945278,51.576495,On or near CENTRAL AVENUE,W01001646,Newport 015E,Investigation complete; no suspect identified
2fa54b0ff8aefae8ff99acd73d2f42ab1c54403765744bcd1f738b14a61f9f5b,2021-04,Gwent Police,Gwent Police,-3.036773,51.654615,On or near SPRINGVALE,W01001528,Torfaen 010D,Investigation complete; no suspect identified
494dcca23a2bd7c10ec67f68a51df7a1f7ad05153d845954af437d483d80b12f,2021-04,Gwent Police,Gwent Police,-2.987910,51.591295,On or near Petrol Station,W01001693,Newport 013E,Investigation complete; no suspect identified
449f3d1d16e59f75f1ae22b827136fc7ba0505b1e381119055fcb165c914b15c,2021-04,Gwent Police,Gwent Police,-3.010716,51.587981,On or near FIELDS PARK CRESCENT,W01001603,Newport 012C,Investigation complete; no suspect identified
1c7cf97b3ed61c12d540143bd5d090c91c92be4f17dea821e9ea757de870c4a8,2021-04,Gwent Police,Gwent Police,-3.009568,51.687797,On or near AFON CLOSE,W01001510,Torfaen 005A,Investigation complete; no suspect identified
49c4239b7c2392a6f24b5764fd5614c26d1a6862194d18f6e9c66a935bf249b6,2021-04,Gwent Police,Gwent Police,-3.023973,51.612611,On or near PLYM WALK,W01001622,Newport 003F,Investigation complete; no suspect identified
7bad0aa07ee61ecb5def8951164c25ed3d68bcc3a9004592a1bb3703aade9330,2021-04,Gwent Police,Gwent Police,-3.215259,51.594106,On or near Bus/Coach Station,W01001340,Caerphilly 020A,Investigation complete; no suspect identified
3604c2cf0398a3247d38f986f27e4e3045cb41237a3e39103adeaedaf6aaa8e5,2021-04,Gwent Police,Gwent Police,-3.000396,51.597861,On or near GOODRICH LANE,W01001681,Newport 006B,Investigation complete; no suspect identified
8c74294308ee62a3c270de4c6461330c03f2f0ad14741263a5ed127091103abc,2021-04,Gwent Police,Gwent Police,-3.035020,51.578912,On or near GLASLLWCH VIEW,W01001671,Newport 016D,Investigation complete; no suspect identified
0559637bc7b73964d07ad478438aad03077f9ed119c7069bdf3416f3265f9193,2021-04,Gwent Police,Gwent Police,-2.995280,51.585056,On or near TALBOT LANE,W01001687,Newport 014D,Investigation complete; no suspect identified
e25fd85a0a8ea606b5836d5df3c451c1b7e4ab6f2ddf779de9827a5af8379b49,2021-04,Gwent Police,Gwent Police,-3.030892,51.611381,On or near TONE CLOSE,W01001617,Newport 003A,Investigation complete; no suspect identified
6a08d3a12c897e520afcd2edba6b1595248660dd756574b1b0d6724face66321,2021-04,Gwent Police,Gwent Police,-3.123934,51.636792,On or near GEORGE STREET,W01001329,Caerphilly 014C,Investigation complete; no suspect identified
fa32b620bde0fbdb6e6a1af0fc6dc778fb9d53da87b8e241563988b4b4c71edb,2021-04,Gwent Police,Gwent Police,-3.028654,51.690563,On or near STAFFORD ROAD,W01001514,Torfaen 006A,Investigation complete; no suspect identified
ca15b4c1925b99a7b93adb47876418943e31320c20bae76af0a02e5f91402180,2021-04,Gwent Police,Gwent Police,-2.717767,51.810731,On or near MONNOW STREET,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
35dad69279ae2ec4b32b21255f8a736944926d3f8ba7b72b87839bb677a26c32,2021-04,Gwent Police,Gwent Police,-3.134576,51.729060,On or near Parking Area,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
93dd6dc48b53e4c1bb121f0060773a49389e4821b36b96308f6d4506e2b10c1a,2021-04,Gwent Police,Gwent Police,-2.948539,51.584139,On or near GIBBONS CLOSE,W01001609,Newport 015B,Investigation complete; no suspect identified
766e4b9ad7ba670986b92e09737853ed988f9caed09ddd1cda4d22afcd1a33f4,2021-04,Gwent Police,Gwent Police,-3.220753,51.670812,On or near HIGH STREET,W01001387,Caerphilly 007C,Investigation complete; no suspect identified
f44f832c0e5a8d0c97290674de9391b5c657c5aaa32ebcec39753682e9c38628,2021-04,Gwent Police,Gwent Police,-3.180891,51.653299,On or near ALDER RISE,W01001401,Caerphilly 011A,Investigation complete; no suspect identified
88cc766be9d901ba053bce9db24bc5b4bc887af68a4270ea602834679477b7fc,2021-04,Gwent Police,Gwent Police,-2.978535,51.601094,On or near TUDOR ROAD,W01001677,Newport 007C,Investigation complete; no suspect identified
ab1f2c33d37a8ec902a0a53c05b4fb927ba8cf78baba5f0fb154e29d83c26ff2,2021-04,Gwent Police,Gwent Police,-2.958826,51.586007,On or near LABURNUM AVENUE,W01001607,Newport 015A,Investigation complete; no suspect identified
9641ea6d69cd62c8b2b458b351695cc341f61534775b1c28dad2e53634a73cd4,2021-04,Gwent Police,Gwent Police,-3.237973,51.670164,On or near COPPER BEECHES,W01001416,Caerphilly 008C,Investigation complete; no suspect identified
83e9cba781404d24113b13568de0126001c4746d969b618c6c6968f01875c8f8,2021-04,Gwent Police,Gwent Police,-3.027211,51.684983,On or near ST HILDA'S ROAD,W01001515,Torfaen 006B,Investigation complete; no suspect identified
89b70ac068a6837529f892776ffab9d48b658bd8ea414051c0b7bbe0bf9a6b14,2021-04,Gwent Police,Gwent Police,-2.998152,51.579789,On or near Hospital,W01001686,Newport 014C,Investigation complete; no suspect identified
a964a04ad0924254ff3b1d64ee480b93a1fe96391376ab42dd8e7cdcf5559c46,2021-04,Gwent Police,Gwent Police,-3.049663,51.598744,On or near CROESLLANFRO GARDENS,W01001669,Newport 009A,Investigation complete; no suspect identified
8d44eef418100424c38698db15bbe879e3d22cf687aec3d9dca0981ac4cc8459,2021-04,Gwent Police,Gwent Police,-2.838290,51.579745,On or near KENSINGTON PARK,W01001572,Monmouthshire 011A,Investigation complete; no suspect identified
c9725e4aa00789adf099fd355e589baeaf37417ffbfd370a7af62d31944f95ea,2021-04,Gwent Police,Gwent Police,-3.028654,51.690563,On or near STAFFORD ROAD,W01001514,Torfaen 006A,Investigation complete; no suspect identified
409feb4a48c3edae6bae851d30e6028dff5d9a93762e441408ca316efa11973c,2021-04,Gwent Police,Gwent Police,-2.778163,51.587083,On or near MEADOWCROFT,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
96ea622852a5a1eb150afebb96322d64754675343307eb61ef13dc82432610d9,2021-04,Gwent Police,Gwent Police,-2.674874,51.627986,On or near CROMWELL ROAD,W01001584,Monmouthshire 008B,Investigation complete; no suspect identified
b248a58f7f7e4fe869c97c47925ba2d96b77f40e1857ad8ee98246b7b65da9ab,2021-04,Gwent Police,Gwent Police,-3.130909,51.723710,On or near UPPER ARAIL STREET,W01001476,Blaenau Gwent 009D,Investigation complete; no suspect identified
0a508ec4b03ef3574e6ec281b56903da7df80af2ff266ec65905007b161a7ee3,2021-04,Gwent Police,Gwent Police,-3.169046,51.590664,On or near ST DAVID'S DRIVE,W01001345,Caerphilly 021C,Investigation complete; no suspect identified
eccdc6be156b715a8c2e98e64b83de4788e3e683191672ad80c1e7230f70200f,2021-04,Gwent Police,Gwent Police,-3.242743,51.584998,On or near BOWLS CLOSE,W01001395,Caerphilly 023C,Investigation complete; no suspect identified
6ffd7d3bf1b7f83f3bae43be9cfecbf3774a6bf68e5e680bad843729a6893ccd,2021-04,Gwent Police,Gwent Police,-3.078011,51.544123,On or near CASTLETON RISE,W01001658,Newport 020D,Investigation complete; no suspect identified
c9b6237f40b2d4262715af63e3e009658021a179f6ee03f350d0d8c3f7e7d95f,2021-04,Gwent Police,Gwent Police,-2.972285,51.582263,On or near SLADE STREET,W01001643,Newport 013B,Investigation complete; no suspect identified
33f746741786b59b8c12459ec5c4327961ca43e8f90d6003ded66b354c5b0eb6,2021-04,Gwent Police,Gwent Police,-3.219713,51.584691,On or near HEOL-Y-GORS,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
5e53f2aa4624087e7e648102d748f657295cdcc7d7fe05263f3e9a64c232fc90,2021-04,Gwent Police,Gwent Police,-3.203656,51.782933,On or near PRINCES COURT,W01001456,Blaenau Gwent 004C,Investigation complete; no suspect identified
7abc2143a62b0e22748486013bfd76075d2a4239d5657fe1ca4fae44cf5fab80,2021-04,Gwent Police,Gwent Police,-2.955157,51.613362,On or near BROADWELL COURT,W01001623,Newport 001A,Investigation complete; no suspect identified
eb1ca9070a733a8e7c31cd70f825f76ca692c9e38e5cacc1c12f2b51b960161e,2021-04,Gwent Police,Gwent Police,-3.232623,51.717552,On or near ALEXANDRA ROAD,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
017f2fdb3efa1a47826666623df1aa2c1749e6b9c3ab62a38d03d98986462a58,2021-04,Gwent Police,Gwent Police,-2.721701,51.809116,On or near DRYBRIDGE STREET,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
3f25e457c1bf5e644d0bfd5384e2f0dc0e9dd60963f1632f736a6c049d070f2d,2021-04,Gwent Police,Gwent Police,-2.839087,51.555624,On or near SOUTH ROW,W01001649,Newport 004D,Investigation complete; no suspect identified
205f56183b72acb6f9eaa5972b6d983f79f11b4cacf675a7296a608ee4dea599,2021-04,Gwent Police,Gwent Police,-3.260864,51.790309,On or near PEN-Y-BONT,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
ee2c22c45624e8bb56c1fa2ad1e27e11757027880d04705635776d53c1cd53d0,2021-04,Gwent Police,Gwent Police,-3.276383,51.755056,On or near HAFOD-Y-MYNYDD,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
63a26a1c0f14425c4c40760d9ccd8985bcf605edbae3d5f6f87f4992683ae036,2021-04,Gwent Police,Gwent Police,-3.133532,51.683258,On or near WALTERS AVENUE,W01001464,Blaenau Gwent 009A,Investigation complete; no suspect identified
381d8f72d1a6e6dfcfa457f017262b7c32ace1617ca164d938c5c85c148746d2,2021-04,Gwent Police,Gwent Police,-2.664872,51.622711,On or near ALICE CRESCENT,W01001593,Monmouthshire 008E,Investigation complete; no suspect identified
eaa53d6cf6beb349218569728aafe2026c9dd58286f441aa5d9689f6442642bf,2021-04,Gwent Police,Gwent Police,-3.018833,51.649422,On or near GOLDCLIFF COURT,W01001506,Torfaen 010A,Investigation complete; no suspect identified
ebf3bf80e2e4bf017090f603114cfe27e5744c45ff5d78119a6e65c7b1a02c98,2021-04,Gwent Police,Gwent Police,-3.042678,51.585597,On or near TUDOR CRESCENT,W01001674,Newport 009E,Investigation complete; no suspect identified
27cf45261c3d77a1b0fb594bb8c06a8b96229a3c103abbfc423a27a6c39e88f7,2021-04,Gwent Police,Gwent Police,-2.747082,51.594703,On or near CHURCH CLOSE,W01001543,Monmouthshire 009B,Investigation complete; no suspect identified
938a385524ecc85ab459846ccfe36f86a08dc7025ccabdf997ca37b45d75cd5e,2021-04,Gwent Police,Gwent Police,-3.104201,51.612639,On or near GROVE ROAD,W01001411,Caerphilly 017A,Investigation complete; no suspect identified
8892f3f916e0b434d8380e9c071cb030aca0624936d8916ec81d156a9afefd27,2021-04,Gwent Police,Gwent Police,-3.287567,51.656170,On or near LLANCAIACH COURT,W01001379,Caerphilly 013C,Investigation complete; no suspect identified
9385b5737155eafc3b050cc50d8c7d53c50499fc9eef44a8c80d3c1040beeffd,2021-04,Gwent Police,Gwent Police,-3.175271,51.677417,On or near LLWYN ON CRESCENT,W01001391,Caerphilly 006F,Investigation complete; no suspect identified
abb8b90efc0265fb7ae2d34ea62a74d7b5be945fbbede6a42e6747d1016f1c3f,2021-04,Gwent Police,Gwent Police,-3.122225,51.682872,On or near B4471,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
3b41817148370c0369618bbdfa12d959f5ec581d00b6248a4d5a43697aafb536,2021-04,Gwent Police,Gwent Police,-3.077624,51.776361,On or near HILLSIDE AVENUE,W01001488,Torfaen 001B,Investigation complete; no suspect identified
816f43b2da14621d912b7ca3f3ac08f4e33b748bebdc6e4deb9a75eaa982266d,2021-04,Gwent Police,Gwent Police,-2.997427,51.582259,On or near VICARAGE HILL,W01001686,Newport 014C,Investigation complete; no suspect identified
8e6de9da468bb42f0ead9dbdaeaf97ba38f10559711a04d8bc6f1e08b2b1e487,2021-04,Gwent Police,Gwent Police,-3.123414,51.580662,On or near MELIN DWR,W01001419,Caerphilly 021D,Investigation complete; no suspect identified
e3ffcc440ef42735e2b8af40979915095ff1fabc0f0011f015d505879e82fdb0,2021-04,Gwent Police,Gwent Police,-3.172662,51.791321,On or near LIMESTONE ROAD,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
968322105613e8f71daab2092a38cdf49972335c8367f13db0df9590e7dd0e35,2021-04,Gwent Police,Gwent Police,-3.227226,51.647069,On or near HEOL REES,W01001365,Caerphilly 012C,Investigation complete; no suspect identified
f4b7c08068b68c0cf038a9fd29bbedc26e62c960e08f46db0f81fffb5198e663,2021-04,Gwent Police,Gwent Police,-3.121294,51.809580,On or near LLWYN MELIN,W01001562,Monmouthshire 003B,Investigation complete; no suspect identified
65b5791acc07afc7157f1a36bc3035bdd1ead64bbb09e9bc854b590dee260fae,2021-04,Gwent Police,Gwent Police,-3.179343,51.736154,On or near GRAIG TERRACE,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
e53badd354d32fbe3241da16bacbf3cc20559b6847112840b2d5dcbe9396f2bd,2021-04,Gwent Police,Gwent Police,-2.963788,51.585840,On or near CONWAY SAC,W01001611,Newport 011A,Investigation complete; no suspect identified
8a710cf7727a0ed12588e685ef52cc0fa573607f3697409155f1d13c6dea8796,2021-04,Gwent Police,Gwent Police,-3.020606,51.824668,On or near Supermarket,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
